frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
480	600	2760.76128	3087.54305	3305.34165	3339.15984	2951.55132	3114.65143	3242.22367	3210.71748	3059.13604	3692.74973	3239.99261	3751.31866	3589.80453	3767.41507	3233.66033	3732.83749	3211.11981	3622.03028	3307.36438	3971.42853	4127.65328	3028.84395	2602.46509	2809.25422	2828.71234	3465.80196	4382.9219
600	900	2776.6214	2777.79834	3087.72935	3241.42436	2603.8877	2764.88821	3205.79894	2835.89171	3177.54916	3371.6093	3556.1722	3449.36613	3886.92663	3463.22962	3796.45698	3389.22191	3696.9033	3288.76472	3718.60516	3574.31004	3706.41644	2945.64678	2443.54468	2985.13646	2834.27621	3380.58526	3756.4312
900	1200	2658.54029	2960.79905	2674.09154	3023.13271	2302.88198	2693.9308	2746.51452	2704.06222	2846.94865	3210.23117	2804.08495	3236.07562	2891.70445	3090.56024	2924.89994	2999.19895	2870.98081	3122.08787	2931.73568	3237.75655	3191.21867	2491.64604	2395.33411	2702.35428	2780.8241	3073.01976	3570.94534
1200	1500	2044.15868	2866.57799	2495.54556	2437.52427	2086.92441	2092.78232	2452.54562	2233.52224	2515.55349	2734.15339	2622.53604	3027.07142	2837.12438	2857.7087	2642.49774	2802.07871	2640.26958	2653.65017	2621.86408	3182.55545	3181.83819	2446.92944	2285.48157	2532.90267	2547.73362	2647.17708	3287.1845
1500	1800	1731.55356	2362.9223	2290.11328	2514.21134	2192.60088	1967.33259	2114.45885	2225.61646	2305.61304	2697.01445	2346.89986	2994.75639	2510.56623	3024.47557	2564.20774	3003.83125	2462.53858	2730.35586	2432.20488	2602.3868	2519.38372	2180.29341	2155.12769	2146.88853	2142.25353	2853.55973	2510.96485
1800	2100	1977.14137	1889.82202	2149.34363	2272.42087	1864.34724	1897.4173	2162.7962	1957.16627	2067.88266	2553.03246	2058.9521	2376.66068	2192.68834	2498.78517	2275.97962	2464.93667	2203.15575	2472.63919	2192.59373	2764.45131	2828.28549	2082.83723	1604.89081	2022.13166	2023.62841	2336.98515	2722.43545
2100	2400	1633.4141	2050.15605	1860.4223	2044.41695	1716.60985	1798.05408	1597.55913	1844.44466	1760.75433	2099.01989	1908.06211	2264.73123	1961.31738	2233.11374	1945.3583	2167.12836	1853.13313	2119.1343	1901.93411	2372.14878	2358.90744	2311.59785	2054.27362	2043.26732	2110.34848	2625.2618	2505.21341
2400	2700	1508.04151	1879.48475	1812.52332	1798.89789	1762.28174	1633.89127	1737.72411	1781.24989	1616.95581	2042.99689	1914.18756	2380.90918	2017.32523	2329.27169	2048.98477	2252.57829	1971.10766	2114.1512	1966.15076	2139.06449	1939.61437	2045.4116	1760.8952	1831.33911	1774.03839	2242.23347	1826.04347
2700	3000	1592.07954	1926.08111	1290.77632	1678.04456	1096.35365	1492.10198	1344.25092	1540.02527	1397.94428	1898.56704	1855.34055	1914.92651	1576.24598	1930.74376	1487.39944	1932.02395	1492.25851	1826.76078	1530.41533	1684.38935	1678.17545	1595.81604	1909.25842	1717.99205	1790.13299	1748.83893	1883.69231
3000	3300	1685.97301	1537.70173	1388.24388	1686.23535	1491.53513	1559.22247	1337.27765	1526.37257	1353.16533	1942.14022	1624.29726	1781.52033	1763.59962	1942.5482	1630.25739	1912.26302	1572.49135	1882.40398	1605.75302	1720.55917	1771.45275	1726.9156	1732.82977	1676.10448	1601.83435	1912.85016	1770.36948
3300	3600	1122.13281	1767.46242	1464.49867	1286.68056	1470.04299	1095.99544	1391.1365	1243.36959	1466.55331	1498.91345	1674.40601	1927.00773	1626.79257	1565.09347	1563.6868	1586.94817	1537.70637	1413.77564	1567.78126	1505.63198	1665.94848	1770.4033	1578.7135	1664.70946	1631.59802	1812.76601	1230.38332
3600	3900	1144.92683	1600.13502	1237.35633	1473.79421	1310.18549	1288.04274	1245.2263	1487.69572	1457.08951	1725.0264	1627.30042	1766.98045	1352.31229	1700.32058	1387.08547	1652.89161	1376.4211	1671.11045	1409.98432	1646.92437	1975.71405	1733.15837	1597.75854	1823.03227	1756.57965	1835.98077	2262.25314
3900	4200	1241.36815	1556.83808	1218.51033	1186.28475	1317.6923	1109.92167	1073.44555	1088.52064	1237.90371	1602.26087	1412.98669	1588.88777	1237.00077	1430.75121	1177.2987	1474.92297	1208.95803	1432.56335	1214.07481	1444.85494	1717.7877	1411.13879	1220.16846	1461.50819	1540.28892	1635.93453	1529.46601
4200	4500	1164.03001	1169.32197	1110.81765	1155.1001	1060.13112	1122.79779	1064.58661	1072.33504	1182.79657	1336.9299	1343.15308	1409.11907	1071.49111	1314.86932	1030.76861	1349.35469	1045.27166	1267.64971	1134.06404	1474.15114	1539.44929	1610.66262	1196.77423	1415.83224	1306.78566	1703.73233	1318.70784
4500	4800	1565.85086	1098.18372	1255.49397	1455.77383	1269.13269	1406.34976	1213.3623	1190.57081	1284.70784	1518.54924	1339.26405	1609.95684	1496.55966	1557.13125	1480.61735	1538.48374	1421.81239	1436.76953	1422.1438	1436.83332	1571.65288	1506.98357	1358.5423	1334.33809	1331.55623	1525.80034	1730.90394
4800	5100	1185.71648	1160.28579	1309.45106	1234.86916	1122.94663	1124.16811	1454.78374	1161.01602	1325.12714	1239.43732	1375.14012	1439.88227	1451.66999	1390.16668	1479.22097	1387.17749	1464.96064	1293.40966	1441.63502	1340.85224	1301.94148	1484.26697	1182.7879	1245.01421	1246.71743	1470.27514	1286.58482
5100	5400	1609.00692	1428.41486	1096.65418	1368.43727	975.46758	1460.35807	1090.55253	1285.727	1228.55411	1472.62959	1273.10284	1201.86402	1163.57182	1274.57467	1084.53645	1323.37951	1100.58649	1463.33842	1140.3799	1238.89019	1439.65779	1565.7522	1761.29285	1629.17101	1571.2824	1683.32455	1237.2035
5400	5700	1091.02803	1579.03627	1430.77392	1219.85691	1431.99144	940.46544	1473.1287	966.35609	1415.69188	1426.83705	1339.32912	1688.70055	1582.95422	1410.97425	1616.75924	1435.91635	1600.8571	1270.6617	1552.84007	1476.94344	1576.83446	1348.80078	972.62753	1382.83296	1324.3615	1464.44364	1513.05338
5700	6000	1204.24449	1266.22734	974.93493	1305.11664	1007.13077	1253.92687	1030.76433	1237.81789	1152.78956	1372.74817	1375.73207	1278.37002	1151.78916	1386.22221	1191.12847	1365.8093	1173.46552	1337.53255	1220.85132	1342.09065	1261.97757	1283.93801	1178.4541	1205.68666	1202.33405	1443.08405	1173.57027
6000	6300	929.71965	1116.43986	1201.9825	1096.43436	1164.97944	974.97148	1078.09105	966.75776	1355.89908	1186.94772	1442.12669	1230.5552	1187.08255	1188.57337	1221.85479	1192.20501	1231.53765	1128.66559	1283.20057	1298.31847	1392.86734	1270.53379	1030.47211	1247.47822	1187.06144	1428.58632	1052.67239
6300	6600	959.92153	1031.66938	1187.25893	1233.75668	1263.86284	1105.98253	1027.45422	1119.80104	1197.91976	1251.54984	1467.81369	1411.06645	1631.61903	1486.53062	1536.43778	1405.26566	1456.06826	1339.91774	1463.34567	1378.59312	1437.35831	1552.15676	1324.04565	1287.48644	1214.12049	1346.42534	1305.04018
6600	6900	1277.38631	1361.43857	1002.61666	1205.79944	1073.0387	1123.36036	1070.29023	1158.56509	1128.04266	1339.2653	1191.96888	1419.59464	1216.20347	1201.99644	1249.41643	1238.2046	1196.97218	1297.09055	1209.70138	1256.20126	1508.46699	1319.47073	1032.76337	1335.81176	1328.81345	1196.82091	1520.82051
6900	7200	1307.92971	958.99192	968.8855	1158.57565	786.33672	1225.52078	929.25931	1101.60374	916.92656	1088.771	1142.82984	1111.86027	1170.92214	1151.88455	1099.67438	1153.2231	1055.25548	1137.29919	1093.06177	1230.60445	1298.74929	1524.67078	1204.63092	1233.37791	1127.79054	1117.15963	1222.0834
